,Mario Kart 8 Deluxe,Super Mario Odyssey ,Mario + Rabbids Kingdom Battle,Mario Tennis Aces,Captain Toad: Treasure Tracker,Super Smash Bros. Ultimate,Super Mario Party,New Super Mario Bros U Deluxe,Yoshi,Luigi's Mansion 3 
"Super Mario Odyssey (Nintendo Switch, 2017)",2.6457513110645907,1.7320508075688772,2.8284271247461903,2.6457513110645907,3.1622776601683795,2.8284271247461903,2.23606797749979,2.6457513110645907,2.6457513110645907,2.8284271247461903
Mario + Rabbids Kingdom Battle (Nintendo Switch) Brand New Factory Sealed,3.3166247903554,3.3166247903554,2.449489742783178,3.3166247903554,3.7416573867739413,3.7416573867739413,3.3166247903554,3.3166247903554,3.3166247903554,3.4641016151377544
NEW Nintendo Switch Mario Kart 8 Deluxe Gaming Console Bundle,2.449489742783178,3.1622776601683795,3.3166247903554,3.1622776601683795,3.605551275463989,3.605551275463989,3.1622776601683795,2.8284271247461903,3.1622776601683795,3.3166247903554
Mario + Rabbids Kingdom Battle Season Pass DLC Weapons [Nintendo Switch BONUS],3.4641016151377544,3.4641016151377544,2.6457513110645907,3.4641016151377544,3.872983346207417,3.872983346207417,3.4641016151377544,3.7416573867739413,3.4641016151377544,3.605551275463989
"Super Mario Odyssey [ GAME ] (Nintendo Switch, 2017)",2.8284271247461903,2.0,3.0,2.8284271247461903,3.3166247903554,3.0,2.449489742783178,2.8284271247461903,2.8284271247461903,3.0
Super Mario Party- Nintendo Switch,2.449489742783178,2.0,2.6457513110645907,2.449489742783178,3.0,2.6457513110645907,1.4142135623730951,2.449489742783178,2.449489742783178,2.6457513110645907
"Super Mario Odyssey (Nintendo Switch, 2017)",2.6457513110645907,1.7320508075688772,2.8284271247461903,2.6457513110645907,3.1622776601683795,2.8284271247461903,2.23606797749979,2.6457513110645907,2.6457513110645907,2.8284271247461903
 Super Mario Party - Nintendo Switch,2.449489742783178,2.0,2.6457513110645907,2.449489742783178,3.0,2.6457513110645907,1.4142135623730951,2.449489742783178,2.449489742783178,2.6457513110645907
"Mario Kart 8 Deluxe VERY GOOD (with case) (Nintendo Switch, 2017)",2.6457513110645907,3.3166247903554,3.4641016151377544,3.3166247903554,3.7416573867739413,3.7416573867739413,3.3166247903554,3.3166247903554,3.3166247903554,3.4641016151377544
"Mario + Rabbids Kingdom Battle (Nintendo Switch, 2017) Brand New Sealed",3.3166247903554,3.3166247903554,2.449489742783178,3.3166247903554,3.7416573867739413,3.7416573867739413,3.3166247903554,3.3166247903554,3.3166247903554,3.4641016151377544
2017 Super Mario Odyssey Nintendo Switch Video Game Used Only Once,3.4641016151377544,2.8284271247461903,3.605551275463989,3.4641016151377544,3.872983346207417,3.605551275463989,3.1622776601683795,3.4641016151377544,3.4641016151377544,3.605551275463989
"Mario + Rabbids Kingdom Battle (Nintendo Switch, 2017)",2.8284271247461903,2.8284271247461903,1.7320508075688772,2.8284271247461903,3.3166247903554,3.3166247903554,2.8284271247461903,3.1622776601683795,2.8284271247461903,3.0
"Mario Kart 8 Deluxe (Nintendo Switch, 2017)",1.7320508075688772,2.6457513110645907,2.8284271247461903,2.6457513110645907,3.1622776601683795,3.1622776601683795,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.8284271247461903
NEW! MARIO + RABBIDS KINGDOM BATTLE (Nintendo Switch 2017) FAST FREE SHIPPING,3.4641016151377544,3.4641016151377544,2.6457513110645907,3.4641016151377544,3.872983346207417,3.872983346207417,3.4641016151377544,3.4641016151377544,3.4641016151377544,3.605551275463989
Super Mario Party Nintendo Switch,2.449489742783178,2.0,2.6457513110645907,2.449489742783178,3.0,2.6457513110645907,1.4142135623730951,2.449489742783178,2.449489742783178,2.6457513110645907
"Super Mario Odyssey (Nintendo Switch, 2017)",2.6457513110645907,1.7320508075688772,2.8284271247461903,2.6457513110645907,3.1622776601683795,2.8284271247461903,2.23606797749979,2.6457513110645907,2.6457513110645907,2.8284271247461903
"Mario Kart 8 Deluxe (Nintendo Switch, 2017)",1.7320508075688772,2.6457513110645907,2.8284271247461903,2.6457513110645907,3.1622776601683795,3.1622776601683795,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.8284271247461903
"Super Mario Odyssey (Nintendo Switch, 2017)",2.6457513110645907,1.7320508075688772,2.8284271247461903,2.6457513110645907,3.1622776601683795,2.8284271247461903,2.23606797749979,2.6457513110645907,2.6457513110645907,2.8284271247461903
Super Mario Odyssey Starter Pack - Nintendo Switch,2.8284271247461903,2.0,3.0,2.8284271247461903,3.3166247903554,3.0,2.449489742783178,2.8284271247461903,2.8284271247461903,3.0
Twin Tennis Racket Gamepad Gaming Sensor for Switch NS Mario Aces Game - US SHIP,3.872983346207417,3.872983346207417,4.0,3.3166247903554,4.242640687119285,4.242640687119285,3.872983346207417,4.123105625617661,3.872983346207417,4.0
NEW Power A Super Mario Premium Game Card Case for Nintendo Switch - Red,3.605551275463989,3.3166247903554,3.7416573867739413,3.605551275463989,4.0,3.7416573867739413,3.3166247903554,3.3166247903554,3.605551275463989,3.7416573867739413
Mario Kart 8 Deluxe - Nintendo Switch,1.4142135623730951,2.449489742783178,2.6457513110645907,2.449489742783178,3.0,3.0,2.449489742783178,2.449489742783178,2.449489742783178,2.6457513110645907
Super Mario Party - Nintendo Switch 8,2.449489742783178,2.0,2.6457513110645907,2.449489742783178,3.0,2.6457513110645907,1.4142135623730951,2.449489742783178,2.449489742783178,2.6457513110645907
Super Mario Party - Nintendo Switch 9,2.449489742783178,2.0,2.6457513110645907,2.449489742783178,3.0,2.6457513110645907,1.4142135623730951,2.449489742783178,2.449489742783178,2.6457513110645907
Mario Tennis Aces Nintendo Switch Brand New & Free Fast Shipping,3.3166247903554,3.3166247903554,3.4641016151377544,2.6457513110645907,3.7416573867739413,3.7416573867739413,3.3166247903554,3.3166247903554,3.3166247903554,3.4641016151377544
"Super Mario Odyssey (Nintendo Switch, 2017)",2.6457513110645907,1.7320508075688772,2.8284271247461903,2.6457513110645907,3.1622776601683795,2.8284271247461903,2.23606797749979,2.6457513110645907,2.6457513110645907,2.8284271247461903
Super Mario Party Nintendo Switch Video Game Used Twice Perfect Condition,3.4641016151377544,3.1622776601683795,3.605551275463989,3.4641016151377544,3.872983346207417,3.605551275463989,2.8284271247461903,3.4641016151377544,3.4641016151377544,3.605551275463989
"Super Mario Odyssey (Nintendo Switch, 2017)",2.6457513110645907,1.7320508075688772,2.8284271247461903,2.6457513110645907,3.1622776601683795,2.8284271247461903,2.23606797749979,2.6457513110645907,2.6457513110645907,2.8284271247461903
"Super Mario Odyssey (Nintendo Switch, 2017) **GAME ONLY**",3.0,2.23606797749979,3.1622776601683795,3.0,3.4641016151377544,3.1622776601683795,2.6457513110645907,3.0,3.0,3.1622776601683795
Mario Kart 8 Deluxe - Nintendo Switch,1.4142135623730951,2.449489742783178,2.6457513110645907,2.449489742783178,3.0,3.0,2.449489742783178,2.449489742783178,2.449489742783178,2.6457513110645907
Mario Tennis Aces (Switch),2.23606797749979,2.23606797749979,2.449489742783178,1.0,2.8284271247461903,2.8284271247461903,2.23606797749979,2.6457513110645907,2.23606797749979,2.449489742783178
Super Mario Party - Nintendo Switch Video Game,2.8284271247461903,2.449489742783178,3.0,2.8284271247461903,3.3166247903554,3.0,2.0,2.8284271247461903,2.8284271247461903,3.0
Nintendo Switch: Mario Kart 8 Deluxe - Excellent,1.7320508075688772,2.6457513110645907,2.8284271247461903,2.6457513110645907,3.1622776601683795,3.1622776601683795,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.8284271247461903
Minecraft (Nintendo Switch) Super Mario Mash Up Brand New & Sealed,3.3166247903554,3.0,3.4641016151377544,3.3166247903554,3.7416573867739413,3.4641016151377544,3.0,3.0,3.3166247903554,3.4641016151377544
"Super Mario Odyssey (Nintendo Switch, 2017)",2.6457513110645907,1.7320508075688772,2.8284271247461903,2.6457513110645907,3.1622776601683795,2.8284271247461903,2.23606797749979,2.6457513110645907,2.6457513110645907,2.8284271247461903
"SUPER MARIO PARTY (NINTENDO SWITCH) REPLACEMENT CASE, NO GAME",3.1622776601683795,2.8284271247461903,3.3166247903554,3.1622776601683795,3.605551275463989,3.3166247903554,2.449489742783178,3.1622776601683795,3.1622776601683795,3.3166247903554
Minecraft w/ Bonus Mario Mash-Up!+POP! Creeper Cross-Plays Mobile|PC|Switch|Xbox,3.7416573867739413,3.7416573867739413,3.872983346207417,3.7416573867739413,4.123105625617661,4.123105625617661,3.7416573867739413,4.0,3.7416573867739413,3.872983346207417
Mario + Rabbids Kingdom Battle (Nintendo Switch) Brand New Factory Sealed,3.3166247903554,3.3166247903554,2.449489742783178,3.3166247903554,3.7416573867739413,3.7416573867739413,3.3166247903554,3.3166247903554,3.3166247903554,3.4641016151377544
Nintendo Switch Mario Kart 8 Deluxe - Great condition,2.0,2.8284271247461903,3.0,2.8284271247461903,3.3166247903554,3.3166247903554,2.8284271247461903,2.8284271247461903,2.8284271247461903,3.0
NEW! MARIO + RABBIDS KINGDOM BATTLE (Nintendo Switch 2017) FAST FREE SHIPPING,3.4641016151377544,3.4641016151377544,2.6457513110645907,3.4641016151377544,3.872983346207417,3.872983346207417,3.4641016151377544,3.4641016151377544,3.4641016151377544,3.605551275463989
"Mario Tennis Aces (Nintendo Switch, 2018)",2.6457513110645907,2.6457513110645907,2.8284271247461903,1.7320508075688772,3.1622776601683795,3.1622776601683795,2.6457513110645907,3.0,2.6457513110645907,2.8284271247461903
"Super Mario Odyssey (Nintendo Switch, 2017)",2.6457513110645907,1.7320508075688772,2.8284271247461903,2.6457513110645907,3.1622776601683795,2.8284271247461903,2.23606797749979,2.6457513110645907,2.6457513110645907,2.8284271247461903
"SUPER MARIO PARTY (NINTENDO SWITCH) REPLACEMENT CASE, NO GAME",3.1622776601683795,2.8284271247461903,3.3166247903554,3.1622776601683795,3.605551275463989,3.3166247903554,2.449489742783178,3.1622776601683795,3.1622776601683795,3.3166247903554
Mario + Rabbids Kingdom Battle (Nintendo Switch) Brand New Factory Sealed,3.3166247903554,3.3166247903554,2.449489742783178,3.3166247903554,3.7416573867739413,3.7416573867739413,3.3166247903554,3.3166247903554,3.3166247903554,3.4641016151377544
Mario + Rabbids Kingdom Battle for Nintendo Switch NEW,3.0,3.0,2.0,3.0,3.4641016151377544,3.4641016151377544,3.0,3.0,3.0,3.1622776601683795
Super Mario Odyssey + Mini Case! (Nintendo Switch) Brand New! Factory Sealed!,3.4641016151377544,2.8284271247461903,3.605551275463989,3.4641016151377544,3.872983346207417,3.605551275463989,3.1622776601683795,3.1622776601683795,3.4641016151377544,3.605551275463989
"Super Mario Odyssey (Nintendo Switch, 2017) TESTED WORKING CARTRIDGE ONLY",3.3166247903554,2.6457513110645907,3.4641016151377544,3.3166247903554,3.7416573867739413,3.4641016151377544,3.0,3.3166247903554,3.3166247903554,3.4641016151377544
"Super Mario Odyssey (Nintendo Switch, 2017)",2.6457513110645907,1.7320508075688772,2.8284271247461903,2.6457513110645907,3.1622776601683795,2.8284271247461903,2.23606797749979,2.6457513110645907,2.6457513110645907,2.8284271247461903
"Mario Kart 8 Deluxe (Nintendo Switch, 2017) - In Good Condition",2.449489742783178,3.1622776601683795,3.3166247903554,3.1622776601683795,3.605551275463989,3.605551275463989,3.1622776601683795,3.1622776601683795,3.1622776601683795,3.3166247903554
NINTENDO SWITCH MARIO + RABBIDS KINGDOM BATTLE GAME NEW SEALED SHIPS SAME DAY,3.605551275463989,3.605551275463989,2.8284271247461903,3.605551275463989,4.0,4.0,3.605551275463989,3.605551275463989,3.605551275463989,3.7416573867739413
"Mario Tennis Aces (Nintendo Switch, 2018)",2.6457513110645907,2.6457513110645907,2.8284271247461903,1.7320508075688772,3.1622776601683795,3.1622776601683795,2.6457513110645907,3.0,2.6457513110645907,2.8284271247461903
mario tennis aces nintendo switch,2.449489742783178,2.449489742783178,2.6457513110645907,1.4142135623730951,3.0,3.0,2.449489742783178,2.8284271247461903,2.449489742783178,2.6457513110645907
CASE AND INSERT ONLY for Mario Kart 8 Deluxe Edition No Game! Nintendo Switch,3.1622776601683795,3.7416573867739413,3.872983346207417,3.7416573867739413,4.123105625617661,4.123105625617661,3.7416573867739413,3.7416573867739413,3.7416573867739413,3.872983346207417
"New Super Mario Bros. U Deluxe (Nintendo Switch), Brand New, Fast Shipping !!",3.4641016151377544,3.4641016151377544,3.872983346207417,3.7416573867739413,4.123105625617661,3.605551275463989,3.4641016151377544,2.449489742783178,3.7416573867739413,3.872983346207417
"Super Mario Odyssey (Nintendo Switch, 2017)",2.6457513110645907,1.7320508075688772,2.8284271247461903,2.6457513110645907,3.1622776601683795,2.8284271247461903,2.23606797749979,2.6457513110645907,2.6457513110645907,2.8284271247461903
"Mario Kart 8 Deluxe (Nintendo Switch, 2017) - Fast Ship",2.23606797749979,3.0,3.1622776601683795,3.0,3.4641016151377544,3.4641016151377544,3.0,3.0,3.0,3.1622776601683795
"Mario Kart 8 Deluxe (Nintendo Switch, 2017) ",1.7320508075688772,2.6457513110645907,2.8284271247461903,2.6457513110645907,3.1622776601683795,3.1622776601683795,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.8284271247461903
"Super Mario Odyssey (Nintendo Switch, 2017)",2.6457513110645907,1.7320508075688772,2.8284271247461903,2.6457513110645907,3.1622776601683795,2.8284271247461903,2.23606797749979,2.6457513110645907,2.6457513110645907,2.8284271247461903
Super Mario Bros U Deluxe Nintendo switch,2.23606797749979,2.23606797749979,2.8284271247461903,2.6457513110645907,3.1622776601683795,2.449489742783178,2.23606797749979,1.7320508075688772,2.6457513110645907,2.8284271247461903
"Mario + Rabbids Kingdom Battle (Nintendo Switch, 2017) *Used*",3.0,3.0,2.0,3.0,3.4641016151377544,3.4641016151377544,3.0,3.3166247903554,3.0,3.1622776601683795
Super Mario Party - Nintendo Switch,2.449489742783178,2.0,2.6457513110645907,2.449489742783178,3.0,2.6457513110645907,1.4142135623730951,2.449489742783178,2.449489742783178,2.6457513110645907
"Mario Tennis Aces (Nintendo Switch, 2018) - MINT CONDITION",3.0,3.0,3.1622776601683795,2.23606797749979,3.4641016151377544,3.4641016151377544,3.0,3.3166247903554,3.0,3.1622776601683795
"Mario + Rabbids Kingdom Battle (Nintendo Switch, 2017)",2.8284271247461903,2.8284271247461903,1.7320508075688772,2.8284271247461903,3.3166247903554,3.3166247903554,2.8284271247461903,3.1622776601683795,2.8284271247461903,3.0
Super Mario Odyssey (Nintendo Switch) *Authentic!! *Complete!! *Great Price!!,3.1622776601683795,2.449489742783178,3.3166247903554,3.1622776601683795,3.605551275463989,3.3166247903554,2.8284271247461903,3.1622776601683795,3.1622776601683795,3.3166247903554
CASE AND INSERT ONLY for Mario Kart 8 Deluxe Edition No Game! Nintendo Switch,3.1622776601683795,3.7416573867739413,3.872983346207417,3.7416573867739413,4.123105625617661,4.123105625617661,3.7416573867739413,3.7416573867739413,3.7416573867739413,3.872983346207417
"Super Mario Odyssey (Nintendo Switch, 2017)",2.6457513110645907,1.7320508075688772,2.8284271247461903,2.6457513110645907,3.1622776601683795,2.8284271247461903,2.23606797749979,2.6457513110645907,2.6457513110645907,2.8284271247461903
Super Mario Party- Nintendo Switch USED (Brand New Condition),3.1622776601683795,2.8284271247461903,3.3166247903554,3.1622776601683795,3.605551275463989,3.3166247903554,2.449489742783178,2.8284271247461903,3.1622776601683795,3.3166247903554
Mario Tennis Aces for Nintendo Switch,2.6457513110645907,2.6457513110645907,2.8284271247461903,1.7320508075688772,3.1622776601683795,3.1622776601683795,2.6457513110645907,3.0,2.6457513110645907,2.8284271247461903
Mario Kart 8 Deluxe Nintendo Switch Video Game,2.0,2.8284271247461903,3.0,2.8284271247461903,3.3166247903554,3.3166247903554,2.8284271247461903,2.8284271247461903,2.8284271247461903,3.0
Super Mario Party for the Nintendo Switch (2018),3.0,2.6457513110645907,3.1622776601683795,3.0,3.4641016151377544,3.1622776601683795,2.23606797749979,3.0,3.0,3.1622776601683795
Mario Kart 8 Deluxe Nintendo Switch Video Game NEW SEALED,2.449489742783178,3.1622776601683795,3.3166247903554,3.1622776601683795,3.605551275463989,3.605551275463989,3.1622776601683795,2.8284271247461903,3.1622776601683795,3.3166247903554
"Nintendo Switch Mario Kart 8, 1-2 Switch, 2018 Dance Games, Pro Controller, MORE",3.4641016151377544,3.7416573867739413,3.872983346207417,3.7416573867739413,4.123105625617661,4.123105625617661,3.7416573867739413,4.0,3.7416573867739413,3.872983346207417
Super Mario Party for Nintendo Switch Great Condition!,3.0,2.6457513110645907,3.1622776601683795,3.0,3.4641016151377544,3.1622776601683795,2.23606797749979,3.0,3.0,3.1622776601683795
Lot 6 Nintendo Switch Games: Zelda+Mario Kart+Odyssey+Pokken+More bundle,3.1622776601683795,3.1622776601683795,3.605551275463989,3.4641016151377544,3.872983346207417,3.872983346207417,3.4641016151377544,3.7416573867739413,3.4641016151377544,3.605551275463989
"Super Mario Odyssey (Nintendo Switch, 2017)",2.6457513110645907,1.7320508075688772,2.8284271247461903,2.6457513110645907,3.1622776601683795,2.8284271247461903,2.23606797749979,2.6457513110645907,2.6457513110645907,2.8284271247461903
Mario Rabbids Kingdom Battle Collector's Edition NO GAME Nintendo Switch,3.3166247903554,3.3166247903554,2.449489742783178,3.3166247903554,3.7416573867739413,3.7416573867739413,3.3166247903554,3.605551275463989,3.3166247903554,3.4641016151377544
"NEW Mario Tennis Aces (Nintendo Switch, 2018) (EU, REGION FREE)",3.3166247903554,3.3166247903554,3.4641016151377544,2.6457513110645907,3.7416573867739413,3.7416573867739413,3.3166247903554,3.3166247903554,3.3166247903554,3.4641016151377544
Nintendo Switch Game Mario Kart 8 Deluxe,1.7320508075688772,2.6457513110645907,2.8284271247461903,2.6457513110645907,3.1622776601683795,3.1622776601683795,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.8284271247461903
Super Mario Odyssey + Super Mario Odyssey Case - Nintendo Switch,3.7416573867739413,2.449489742783178,3.872983346207417,3.7416573867739413,4.358898943540674,3.872983346207417,3.1622776601683795,3.4641016151377544,4.0,4.123105625617661
"Nintendo Switch Games Lot - Captain Toad, Splatoon 2, Donkey Kong, Mario Rabbids",3.4641016151377544,3.4641016151377544,3.3166247903554,3.4641016151377544,3.3166247903554,3.872983346207417,3.4641016151377544,3.7416573867739413,3.4641016151377544,3.605551275463989
"NEW Mario Tennis Aces (Nintendo Switch, 2018) (EU, REGION FREE)",3.3166247903554,3.3166247903554,3.4641016151377544,2.6457513110645907,3.7416573867739413,3.7416573867739413,3.3166247903554,3.3166247903554,3.3166247903554,3.4641016151377544
Super Mario Party 2018 Nintendo Switch ,2.6457513110645907,2.23606797749979,2.8284271247461903,2.6457513110645907,3.1622776601683795,2.8284271247461903,1.7320508075688772,2.6457513110645907,2.6457513110645907,2.8284271247461903
Nintendo Switch Super Mario Bros 8-Bit Super Mario Video Game Controller GENUINE,3.872983346207417,3.3166247903554,4.0,3.872983346207417,4.47213595499958,3.7416573867739413,3.3166247903554,3.3166247903554,4.123105625617661,4.242640687119285
"~ Mario + Rabbids Kingdom Battle (Nintendo Switch, 2017, excellent condition) ~",3.1622776601683795,3.1622776601683795,2.23606797749979,3.1622776601683795,3.605551275463989,3.605551275463989,3.1622776601683795,3.4641016151377544,3.1622776601683795,3.3166247903554
"Mario Kart 8 Deluxe (Nintendo Switch, 2017)",1.7320508075688772,2.6457513110645907,2.8284271247461903,2.6457513110645907,3.1622776601683795,3.1622776601683795,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.8284271247461903
New PDP Video Game Super Mario Secure Case Holds 6 Games Nintendo Switch,3.605551275463989,3.3166247903554,3.7416573867739413,3.605551275463989,4.0,3.7416573867739413,3.3166247903554,3.3166247903554,3.605551275463989,3.7416573867739413
Super Mario Party Nintendo Switch,2.449489742783178,2.0,2.6457513110645907,2.449489742783178,3.0,2.6457513110645907,1.4142135623730951,2.449489742783178,2.449489742783178,2.6457513110645907
Nintendo Switch Mario + Rabbids Kingdom Battle NEW Sealed REGION FREE Plays all!,3.605551275463989,3.605551275463989,2.8284271247461903,3.605551275463989,4.0,4.0,3.605551275463989,3.605551275463989,3.605551275463989,3.7416573867739413
Super Mario Party Joy-Con Bundle Nintendo Switch PINK & Yellow Joycon controller,3.605551275463989,3.3166247903554,3.7416573867739413,3.605551275463989,4.0,3.7416573867739413,3.0,3.605551275463989,3.605551275463989,3.7416573867739413
Nintendo Switch Mario Kart 8 Deluxe - Great condition,2.0,2.8284271247461903,3.0,2.8284271247461903,3.3166247903554,3.3166247903554,2.8284271247461903,2.8284271247461903,2.8284271247461903,3.0
"Mario Kart 8 Deluxe (Nintendo Switch, 2017)",1.7320508075688772,2.6457513110645907,2.8284271247461903,2.6457513110645907,3.1622776601683795,3.1622776601683795,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.8284271247461903
"Super Mario Odyssey (Nintendo Switch, 2017)",2.6457513110645907,1.7320508075688772,2.8284271247461903,2.6457513110645907,3.1622776601683795,2.8284271247461903,2.23606797749979,2.6457513110645907,2.6457513110645907,2.8284271247461903
Nintendo Switch Mario Kart 8 Deluxe Game BRAND NEW & 2 Wheels (2-Player Bundle!),2.8284271247461903,3.4641016151377544,3.605551275463989,3.4641016151377544,3.872983346207417,3.872983346207417,3.4641016151377544,3.1622776601683795,3.4641016151377544,3.605551275463989
Mario + Rabbids Kingdom Battle - Nintendo Switch Standard Edition,3.0,3.0,2.0,3.0,3.4641016151377544,3.4641016151377544,3.0,3.3166247903554,3.0,3.1622776601683795
Brand New Super Mario Odyssey Nintendo Switch 2017 + Cappy Collectible Coin,3.4641016151377544,2.8284271247461903,3.605551275463989,3.4641016151377544,3.872983346207417,3.605551275463989,3.1622776601683795,3.1622776601683795,3.4641016151377544,3.605551275463989
"Mario + Rabbids Kingdom Battle (Nintendo Switch, 2017)",2.8284271247461903,2.8284271247461903,1.7320508075688772,2.8284271247461903,3.3166247903554,3.3166247903554,2.8284271247461903,3.1622776601683795,2.8284271247461903,3.0
"Super Mario Odyssey (Nintendo Switch, 2017)",2.6457513110645907,1.7320508075688772,2.8284271247461903,2.6457513110645907,3.1622776601683795,2.8284271247461903,2.23606797749979,2.6457513110645907,2.6457513110645907,2.8284271247461903
